cfgid,usemsk,usepad,roi,interp,optim,linesearch,divini,srcgrd,ffdgrd,passdof,conjtot,levels,iters,steps,rejects,lastn,epsilon,sim,bins,padbins,window,ds,be,le,le_mu,le_lambda,le_rot,lj,lj_eps,nj,nj_eps,nj_gamma
0320,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0050,0.01,0.5
0321,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0060,0.01,0.5
0322,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0070,0.01,0.5
0323,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0080,0.01,0.5
0324,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0090,0.01,0.5
0325,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0100,0.01,0.5
0326,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0200,0.01,0.5
0327,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0010,0.05,0.5
0328,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0020,0.05,0.5
0329,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0030,0.05,0.5
0330,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0040,0.05,0.5
0331,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0050,0.05,0.5
0332,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0060,0.05,0.5
0333,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0070,0.05,0.5
0334,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0080,0.05,0.5
0335,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0090,0.05,0.5
0336,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0100,0.05,0.5
0337,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0200,0.05,0.5
0338,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0010,0.10,0.5
0339,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0020,0.10,0.5
0340,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0030,0.10,0.5
0341,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0040,0.10,0.5
0342,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0050,0.10,0.5
0343,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0060,0.10,0.5
0344,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0070,0.10,0.5
0345,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0080,0.10,0.5
0346,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0090,0.10,0.5
0347,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0100,0.10,0.5
0348,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Analytic,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0200,0.10,0.5
0349,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0010,0.01,0.5
0350,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0020,0.01,0.5
0351,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0030,0.01,0.5
0352,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0040,0.01,0.5
0353,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0050,0.01,0.5
0354,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0060,0.01,0.5
0355,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0070,0.01,0.5
0356,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0080,0.01,0.5
0357,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0090,0.01,0.5
0358,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0100,0.01,0.5
0359,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0200,0.01,0.5
0360,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0010,0.05,0.5
0361,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0020,0.05,0.5
0362,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0030,0.05,0.5
0363,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0040,0.05,0.5
0364,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0050,0.05,0.5
0365,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0060,0.05,0.5
0366,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0070,0.05,0.5
0367,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0080,0.05,0.5
0368,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0090,0.05,0.5
0369,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0100,0.05,0.5
0370,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0200,0.05,0.5
0371,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0010,0.10,0.5
0372,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0020,0.10,0.5
0373,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0030,0.10,0.5
0374,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0040,0.10,0.5
0375,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0050,0.10,0.5
0376,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0060,0.10,0.5
0377,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0070,0.10,0.5
0378,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0080,0.10,0.5
0379,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0090,0.10,0.5
0380,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0100,0.10,0.5
0381,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0200,0.10,0.5
0382,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0010,0.01,0.5
0383,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0020,0.01,0.5
0384,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0030,0.01,0.5
0385,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0040,0.01,0.5
0386,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0050,0.01,0.5
0387,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0060,0.01,0.5
0388,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0070,0.01,0.5
0389,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0080,0.01,0.5
0390,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0090,0.01,0.5
0391,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0100,0.01,0.5
0392,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0200,0.01,0.5
0393,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0010,0.05,0.5
0394,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0020,0.05,0.5
0395,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0030,0.05,0.5
0396,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0040,0.05,0.5
0397,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0050,0.05,0.5
0398,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0060,0.05,0.5
0399,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0070,0.05,0.5
0400,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0080,0.05,0.5
0401,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0090,0.05,0.5
0402,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0100,0.05,0.5
0403,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0200,0.05,0.5
0404,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0010,0.10,0.5
0405,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0020,0.10,0.5
0406,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0030,0.10,0.5
0407,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0040,0.10,0.5
0408,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0050,0.10,0.5
0409,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0060,0.10,0.5
0410,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0070,0.10,0.5
0411,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0080,0.10,0.5
0412,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0090,0.10,0.5
0413,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0100,0.10,0.5
0414,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,DMFFD,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0,0,1,1,true,0,0.005,0.0200,0.10,0.5
0415,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0008,1,1,true,0.0000,0.01,0.0000,0.1,0.5
0416,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0008,1,1,true,0.0000,0.01,0.0010,0.1,0.5
0417,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0008,1,1,true,0.0000,0.01,0.0030,0.1,0.5
0418,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0008,1,1,true,0.0000,0.01,0.0050,0.1,0.5
0419,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0008,1,1,true,0.0007,0.01,0.0000,0.1,0.5
0420,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0008,1,1,true,0.0007,0.01,0.0010,0.1,0.5
0421,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0008,1,1,true,0.0007,0.01,0.0030,0.1,0.5
0422,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0008,1,1,true,0.0007,0.01,0.0050,0.1,0.5
0423,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0008,1,1,true,0.0010,0.01,0.0000,0.1,0.5
0424,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0008,1,1,true,0.0010,0.01,0.0010,0.1,0.5
0425,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0008,1,1,true,0.0010,0.01,0.0030,0.1,0.5
0426,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0008,1,1,true,0.0010,0.01,0.0050,0.1,0.5
0427,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0008,1,1,true,0.0030,0.01,0.0000,0.1,0.5
0428,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0008,1,1,true,0.0030,0.01,0.0010,0.1,0.5
0429,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0008,1,1,true,0.0030,0.01,0.0030,0.1,0.5
0430,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0008,1,1,true,0.0030,0.01,0.0050,0.1,0.5
0431,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0010,1,1,true,0.0000,0.01,0.0000,0.1,0.5
0432,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0010,1,1,true,0.0000,0.01,0.0010,0.1,0.5
0433,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0010,1,1,true,0.0000,0.01,0.0030,0.1,0.5
0434,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0010,1,1,true,0.0000,0.01,0.0050,0.1,0.5
0435,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0010,1,1,true,0.0007,0.01,0.0000,0.1,0.5
0436,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0010,1,1,true,0.0007,0.01,0.0010,0.1,0.5
0437,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0010,1,1,true,0.0007,0.01,0.0030,0.1,0.5
0438,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0010,1,1,true,0.0007,0.01,0.0050,0.1,0.5
0439,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0010,1,1,true,0.0010,0.01,0.0000,0.1,0.5
0440,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0010,1,1,true,0.0010,0.01,0.0010,0.1,0.5
0441,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0010,1,1,true,0.0010,0.01,0.0030,0.1,0.5
0442,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0010,1,1,true,0.0010,0.01,0.0050,0.1,0.5
0443,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0010,1,1,true,0.0030,0.01,0.0000,0.1,0.5
0444,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0010,1,1,true,0.0030,0.01,0.0010,0.1,0.5
0445,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0010,1,1,true,0.0030,0.01,0.0030,0.1,0.5
0446,false,true,Union,Fast Linear,ConjugateGradientDescent,Adaptive,false,false,Convolution,false,true,3,100,12,2,0,0.00001,NMI,64,false,5,2.5,0.0001,0.0010,1,1,true,0.0030,0.01,0.0050,0.1,0.5
